,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
528,Uyutne,UA,2022-04-10 19:23:29,45.1994,33.3014,53.22,75,99,13.11,overcast clouds
529,General Roca,AR,2022-04-10 19:23:29,-39.0333,-67.5833,64.62,32,86,9.1,overcast clouds
530,Valparaiso,CL,2022-04-10 19:22:57,-33.0393,-71.6273,69.44,53,0,16.11,clear sky
531,Bonavista,CA,2022-04-10 19:23:29,48.6499,-53.1147,34.63,96,100,8.25,overcast clouds
532,Onega,RU,2022-04-10 19:23:30,63.9061,38.1404,32.63,87,47,11.63,scattered clouds
533,Tabina,PH,2022-04-10 19:23:30,7.4669,123.4081,78.51,85,100,10.58,overcast clouds
534,Staropavlovskaya,RU,2022-04-10 19:23:30,43.8489,43.6328,58.12,66,100,3.24,overcast clouds
535,Yashkul,RU,2022-04-10 19:23:31,46.1711,45.3435,57.7,49,73,8.37,broken clouds
536,Coracao De Jesus,BR,2022-04-10 19:23:31,-16.6853,-44.365,82.98,49,99,4.45,overcast clouds
537,Saint-Francois,FR,2022-04-10 19:23:31,46.4154,3.9054,47.64,58,0,9.22,clear sky
538,Jalu,LY,2022-04-10 19:23:32,29.0331,21.5482,76.96,19,0,10.74,clear sky
539,Wuwei,CN,2022-04-10 19:23:32,37.9281,102.6414,49.78,30,100,13.2,overcast clouds
540,Mersing,MY,2022-04-10 19:23:32,2.4312,103.8405,76.91,94,67,4.61,broken clouds
541,Kayerkan,RU,2022-04-10 19:23:33,69.3497,87.7602,-7.82,98,85,5.01,overcast clouds
542,Sinnamary,GF,2022-04-10 19:23:33,5.3833,-52.95,81.64,75,71,12.71,broken clouds
543,Ginir,ET,2022-04-10 19:24:33,7.1333,40.7,61.81,72,48,3.74,light rain
544,Kieta,PG,2022-04-10 19:24:34,-6.2167,155.6333,78.33,80,84,0.83,broken clouds
545,Stephenville,US,2022-04-10 19:22:34,32.2207,-98.2023,85.93,38,0,10.36,clear sky
546,Tautira,PF,2022-04-10 19:24:34,-17.7333,-149.15,81.46,75,35,19.57,scattered clouds
547,Sabha,LY,2022-04-10 19:24:34,27.0377,14.4283,77.88,19,0,18.63,clear sky
548,Laguna,US,2022-04-10 19:20:08,38.421,-121.4238,71.69,24,0,19.57,clear sky
549,Joshimath,IN,2022-04-10 19:24:35,30.5667,79.5667,57.13,35,0,8.57,clear sky
550,Bagotville,AU,2022-04-10 19:20:56,-28.9833,153.4167,65.86,99,13,5.59,few clouds
551,Cassilandia,BR,2022-04-10 19:24:35,-19.1133,-51.7342,87.87,52,12,2.86,few clouds
552,Sarangani,PH,2022-04-10 19:24:35,5.4033,125.4636,82.22,80,100,21.59,light rain
553,Sadovoye,RU,2022-04-10 19:24:36,47.7764,44.5089,58.03,53,88,8.5,overcast clouds
554,San Policarpo,PH,2022-04-10 19:24:36,12.1791,125.5072,79.14,90,100,23.04,overcast clouds
555,Strezhevoy,RU,2022-04-10 19:24:36,60.7333,77.5889,14.58,93,97,5.44,overcast clouds
556,Wilmington,US,2022-04-10 19:22:13,34.2257,-77.9447,65.86,32,0,13.8,clear sky
557,Codajas,BR,2022-04-10 19:24:37,-3.8367,-62.0569,76.42,93,100,2.28,overcast clouds
558,Oktyabrskoye,RU,2022-04-10 19:24:37,43.0645,44.7417,49.35,66,100,4.47,overcast clouds
559,Warrnambool,AU,2022-04-10 19:24:37,-38.3833,142.4833,56.8,63,67,10.76,broken clouds
560,Hami,CN,2022-04-10 19:22:48,42.8,93.45,52.75,17,88,13.31,overcast clouds
561,Bagdarin,RU,2022-04-10 19:24:38,54.4333,113.6,21.97,90,100,3.38,overcast clouds
562,Ust-Maya,RU,2022-04-10 19:24:38,60.4167,134.5333,23.61,97,100,3.56,snow
563,At-Bashi,KG,2022-04-10 19:24:38,41.1702,75.8106,47.16,63,100,3.33,overcast clouds
564,Polyarnyy,RU,2022-04-10 19:24:39,69.1989,33.4478,33.1,98,100,17.09,light snow
565,Sherbakul,RU,2022-04-10 19:24:39,54.6316,72.3963,36.9,70,5,7.67,clear sky
566,Bac Lieu,VN,2022-04-10 19:24:39,9.285,105.7244,79.07,83,92,8.88,overcast clouds
567,Metro,ID,2022-04-10 19:24:40,-5.1131,105.3067,74.35,91,100,5.91,overcast clouds
568,Adrar,MR,2022-04-10 19:21:32,20.5022,-10.0711,87.3,5,0,6.73,clear sky
569,Farafangana,MG,2022-04-10 19:24:40,-22.8167,47.8333,75.15,86,10,7.36,light rain
570,Tabas,IR,2022-04-10 19:24:40,33.5959,56.9244,77.22,18,0,9.22,clear sky
571,Santiago De Cao,PE,2022-04-10 19:24:41,-7.9589,-79.2392,71.55,80,58,16.06,broken clouds
572,Birjand,IR,2022-04-10 19:24:41,32.8663,59.2211,59.47,14,0,4.61,clear sky
573,Road Town,VG,2022-04-10 19:22:26,18.4167,-64.6167,84.24,61,40,6.91,scattered clouds
574,Bull Savanna,JM,2022-04-10 19:24:41,17.8868,-77.5902,77.13,73,63,3.47,broken clouds
575,Pec,XK,2022-04-10 19:24:42,42.6591,20.2883,37.85,88,100,7.45,overcast clouds
576,Kodino,RU,2022-04-10 19:24:42,63.7198,39.6447,32.79,86,8,8.9,clear sky
577,Srednekolymsk,RU,2022-04-10 19:24:42,67.45,153.6833,-1.35,98,100,5.79,overcast clouds
578,Fallon,US,2022-04-10 19:24:43,39.4735,-118.7774,50.45,12,75,0.0,broken clouds
579,Medea,DZ,2022-04-10 19:24:43,36.2642,2.7539,59.29,46,54,8.75,broken clouds
580,Noyabrsk,RU,2022-04-10 19:24:43,63.1994,75.4507,26.6,91,100,15.97,overcast clouds
581,Denpasar,ID,2022-04-10 19:23:37,-8.65,115.2167,78.46,94,40,3.44,scattered clouds
582,Gondanglegi,ID,2022-04-10 19:24:44,-7.7479,112.0132,74.01,91,11,4.43,few clouds
583,Arica,CL,2022-04-10 19:24:44,-18.475,-70.3042,70.03,64,0,16.11,clear sky
584,Yar-Sale,RU,2022-04-10 19:24:44,66.8333,70.8333,33.33,100,100,10.33,overcast clouds
585,Khorixas,NA,2022-04-10 19:21:20,-20.3667,14.9667,75.85,24,0,12.48,clear sky
586,Carbonia,IT,2022-04-10 19:24:45,39.1672,8.5222,54.25,63,7,4.97,clear sky
587,Bondo,CD,2022-04-10 19:24:45,3.8146,23.6866,70.05,96,100,1.7,moderate rain
588,Troitskoye,RU,2022-04-10 19:24:45,52.9821,84.6757,29.1,94,48,6.85,scattered clouds
589,Tyret Pervaya,RU,2022-04-10 19:24:46,53.6703,102.3106,29.53,84,100,6.55,overcast clouds
590,Anqing,CN,2022-04-10 19:24:46,30.5092,117.0506,68.31,62,39,4.07,scattered clouds
591,Remedios,CU,2022-04-10 19:25:46,22.4947,-79.5458,81.52,54,94,14.65,overcast clouds
592,Sao Jose Da Coroa Grande,BR,2022-04-10 19:22:50,-8.8978,-35.1478,82.18,71,35,8.72,scattered clouds
593,Aksarka,RU,2022-04-10 19:25:47,66.5606,67.7975,33.8,99,100,11.65,overcast clouds
594,Okhotsk,RU,2022-04-10 19:25:47,59.3833,143.3,20.77,90,100,9.42,overcast clouds
595,Akhmim,EG,2022-04-10 19:25:47,26.5622,31.745,82.02,13,8,9.4,clear sky
596,Santa Maria,BR,2022-04-10 19:25:48,-29.6842,-53.8069,76.3,78,0,2.3,light rain
597,Santa Lucia,ES,2022-04-10 19:25:48,27.9117,-15.5407,58.77,68,40,8.05,scattered clouds
598,Puerto Madero,MX,2022-04-10 19:25:48,14.7208,-92.4215,93.4,49,20,10.36,few clouds
599,Solton,RU,2022-04-10 19:25:48,52.8429,86.4787,29.25,94,100,5.41,overcast clouds
600,Oktyabrskiy,RU,2022-04-10 19:25:49,54.4815,53.471,39.34,94,99,1.9,overcast clouds
601,Singkang,MY,2022-04-10 19:25:49,2.1006,102.7994,74.88,94,76,1.48,broken clouds
602,Sabile,LV,2022-04-10 19:25:49,57.0458,22.5726,36.48,86,10,9.57,clear sky
603,Biak,ID,2022-04-10 19:25:50,-0.9131,122.8766,76.95,79,94,7.16,overcast clouds
604,Masuguru,TZ,2022-04-10 19:25:50,-11.3667,38.4167,73.33,89,37,2.44,light rain
605,Tessalit,ML,2022-04-10 19:25:50,20.1986,1.0114,88.39,5,0,8.3,clear sky
606,Sokoto,NG,2022-04-10 19:25:51,13.0609,5.239,95.86,18,18,6.76,few clouds
607,Ferkessedougou,CI,2022-04-10 19:25:51,9.6,-5.2,89.6,37,5,6.35,clear sky
608,Lichinga,MZ,2022-04-10 19:25:51,-13.3128,35.2406,66.29,94,0,6.91,clear sky
609,Kulhudhuffushi,MV,2022-04-10 19:25:52,6.6221,73.07,85.1,71,45,12.1,scattered clouds
610,Pingdingshan,CN,2022-04-10 19:25:52,33.7385,113.3012,67.84,65,0,7.58,clear sky
611,Jiayuguan,CN,2022-04-10 19:25:52,39.8167,98.3,42.58,31,100,8.41,overcast clouds
612,Haverfordwest,GB,2022-04-10 19:25:52,51.8017,-4.9691,49.59,68,100,8.01,overcast clouds
613,Guatire,VE,2022-04-10 19:25:53,10.4762,-66.5427,89.69,51,86,5.86,overcast clouds
614,Kalmunai,LK,2022-04-10 19:25:53,7.4167,81.8167,78.48,86,78,5.97,broken clouds
615,Leningradskiy,RU,2022-04-10 19:25:53,69.3833,178.4167,-10.23,91,46,4.29,scattered clouds
616,Kangundo,KE,2022-04-10 19:25:54,-1.2979,37.3471,62.58,70,71,4.36,broken clouds
617,Galveston,US,2022-04-10 19:25:54,29.3669,-94.9669,79.18,71,100,24.16,overcast clouds
618,Zharkent,KZ,2022-04-10 19:25:54,44.1628,80.0,57.13,61,80,7.14,broken clouds
619,Derzhavinsk,KZ,2022-04-10 19:25:55,51.1,66.3167,48.58,56,100,20.67,light rain
620,Fukue,JP,2022-04-10 19:25:55,32.6881,128.8419,65.03,85,100,15.93,overcast clouds
621,Khorinsk,RU,2022-04-10 19:25:55,52.1657,109.7726,25.34,86,30,5.77,scattered clouds
622,Xuddur,SO,2022-04-10 19:25:56,4.1213,43.8894,83.95,45,60,19.08,broken clouds
623,Vila Velha,BR,2022-04-10 19:21:06,-20.3297,-40.2925,82.35,79,40,10.36,scattered clouds
624,Port Blair,IN,2022-04-10 19:25:56,11.6667,92.75,78.84,89,20,2.3,mist
625,Jensen Beach,US,2022-04-10 19:25:56,27.2545,-80.2298,77.09,54,0,13.8,clear sky
626,De-Kastri,RU,2022-04-10 19:25:57,51.4667,140.7833,29.19,90,100,6.22,light snow
627,Nouakchott,MR,2022-04-10 19:25:57,18.0858,-15.9785,66.13,79,8,17.22,clear sky
628,Bergen,NO,2022-04-10 19:25:57,60.392,5.328,40.15,49,40,11.5,scattered clouds
629,Miri,MY,2022-04-10 19:25:58,4.4148,114.0089,73.54,100,20,0.0,few clouds
630,Pangody,RU,2022-04-10 19:25:58,65.85,74.4859,32.77,99,100,10.45,light snow
631,Olinda,BR,2022-04-10 19:24:58,-8.0089,-34.8553,83.93,74,40,12.66,scattered clouds
632,Tal,PK,2022-04-10 19:23:53,35.4791,72.2439,52.7,49,24,7.61,few clouds
633,Marawi,PH,2022-04-10 19:25:59,7.9986,124.2928,68.22,94,100,6.96,overcast clouds
634,Sabang,ID,2022-04-10 19:25:59,5.8933,95.3214,83.23,70,95,2.42,overcast clouds
635,Moberly,US,2022-04-10 19:25:59,39.4184,-92.4382,78.93,32,0,14.97,clear sky
636,Luanda,AO,2022-04-10 19:21:44,-8.8368,13.2343,78.8,83,40,11.5,scattered clouds
637,Kristiinankaupunki,FI,2022-04-10 19:27:00,62.2743,21.376,35.64,96,100,21.65,overcast clouds
638,Walvis Bay,NA,2022-04-10 19:27:00,-22.9575,14.5053,56.35,94,0,6.91,clear sky
639,Pemangkat,ID,2022-04-10 19:27:00,1.1667,108.9667,78.93,77,49,2.86,scattered clouds
640,Umm Lajj,SA,2022-04-10 19:26:28,25.0213,37.2685,79.29,51,1,3.47,clear sky
641,Yueyang,CN,2022-04-10 19:27:01,29.3333,113.0919,70.39,64,0,7.67,clear sky
642,Manuk Mangkaw,PH,2022-04-10 19:27:01,4.8,119.85,80.02,80,100,5.64,moderate rain
643,College,US,2022-04-10 19:27:01,64.8569,-147.8028,17.58,64,100,1.01,light snow
644,Onokhoy,RU,2022-04-10 19:27:02,51.932,108.0747,33.55,90,90,5.21,overcast clouds
645,Itaituba,BR,2022-04-10 19:27:02,-4.2761,-55.9836,87.96,70,40,4.61,scattered clouds
646,Anito,PH,2022-04-10 19:27:02,12.4497,125.2886,77.97,93,100,19.1,overcast clouds
647,El Tigre,VE,2022-04-10 19:27:02,8.8875,-64.2454,95.99,24,56,12.73,broken clouds
648,Almendralejo,ES,2022-04-10 19:27:03,38.6832,-6.4075,71.53,50,96,11.65,overcast clouds
649,Igarka,RU,2022-04-10 19:27:03,67.4667,86.5833,-17.09,100,80,1.97,broken clouds
650,Dabat,ET,2022-04-10 19:27:03,12.9842,37.765,68.07,23,36,2.48,scattered clouds
651,Yerbogachen,RU,2022-04-10 19:27:04,61.2767,108.0108,10.22,98,78,3.89,broken clouds
652,Chapais,CA,2022-04-10 19:27:04,49.7834,-74.8492,33.58,78,100,8.43,overcast clouds
653,Belyy Yar,RU,2022-04-10 19:27:04,53.6039,91.3903,30.85,76,0,8.95,clear sky
654,Privas,FR,2022-04-10 19:27:05,44.5833,4.5,51.24,53,67,2.19,broken clouds
655,Herat,AF,2022-04-10 19:27:05,34.5,62.0,63.52,40,100,13.94,overcast clouds
656,Muscat,OM,2022-04-10 19:26:03,23.6139,58.5922,89.62,30,95,9.46,overcast clouds
657,Kerman,IR,2022-04-10 19:27:05,30.2832,57.0788,71.46,7,0,11.5,clear sky
658,Cancun,MX,2022-04-10 19:26:34,21.1743,-86.8466,78.73,50,75,8.05,broken clouds
659,Sibu,MY,2022-04-10 19:27:06,2.3,111.8167,75.51,94,40,2.3,scattered clouds
660,Oussouye,SN,2022-04-10 19:27:06,12.485,-16.5469,86.18,46,6,12.26,clear sky
661,Namatanai,PG,2022-04-10 19:27:06,-3.6667,152.4333,79.11,79,83,5.19,broken clouds
662,Dunedin,NZ,2022-04-10 19:27:07,-45.8742,170.5036,51.8,91,0,1.01,clear sky
663,Bhindar,IN,2022-04-10 19:27:07,24.5,74.1833,83.07,12,81,6.98,broken clouds
664,Ardahan,TR,2022-04-10 19:27:07,41.1087,42.7022,28.36,89,59,2.15,broken clouds
665,Hlinsko,CZ,2022-04-10 19:27:08,49.7621,15.9076,35.1,96,18,11.99,few clouds
666,Aquiraz,BR,2022-04-10 19:27:08,-3.9014,-38.3911,80.69,82,84,6.29,broken clouds
667,Makungu,TZ,2022-04-10 19:27:08,-8.7333,35.2833,62.85,98,94,3.09,overcast clouds
668,Chalisgaon,IN,2022-04-10 19:27:08,20.4667,75.0167,88.5,21,99,4.38,overcast clouds
669,Barra Do Garcas,BR,2022-04-10 19:27:09,-15.89,-52.2567,90.18,48,20,2.3,few clouds
670,Udachnyy,RU,2022-04-10 19:27:09,66.4167,112.4,1.78,100,93,3.04,overcast clouds
671,Mocuba,MZ,2022-04-10 19:27:09,-16.8392,36.9856,70.0,96,1,3.15,clear sky
672,Ouadda,CF,2022-04-10 19:27:10,8.0777,22.4007,69.37,95,100,3.83,light rain
673,Roissy-En-Brie,FR,2022-04-10 19:27:10,48.8,2.65,52.5,71,100,7.34,overcast clouds
674,Paamiut,GL,2022-04-10 19:27:10,61.994,-49.6678,31.19,79,100,16.31,overcast clouds
675,Uvarovo,RU,2022-04-10 19:27:11,51.9849,42.2615,55.18,76,100,7.7,overcast clouds
676,Ponta Delgada,PT,2022-04-10 19:23:50,37.7333,-25.6667,57.92,62,20,19.57,few clouds
677,Hanna,CA,2022-04-10 19:25:21,51.6334,-111.9018,35.85,32,100,15.99,overcast clouds
678,Mana,GF,2022-04-10 19:27:11,5.6592,-53.7767,81.59,75,100,11.99,overcast clouds
